No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
9583,0,0,"0,75","0,03","0,12","1,86","3,35","0,04","4,26","6,057068041","371,2838194","1,4","480,8785436","4,81906373",2
9584,0,0,"0,004418060314","0,03724457599","0,001964147534","0,66","15,42","0,007699025166","0,08991582345","7,104018297","12,23780013","0,02","87,08866406","1,947201124",1
9585,"0,8","0,8","0,09","0,09","0,06","1,86","10,68","0,1","0,01","5,489248055","383,7542995","1,5","357,4172848","3,954964292",2
9586,"0,37","0,37","0,06","0,05","0,06","1,04","17,6","0,06","0,01","7,560392023","374,3091305","0,99","525,0754779","1,872572601",2
9587,0,0,"0,002281789946","0,02661390396","0,001469190976","0,62","15,99","0,00683280236","0,02529908911","7,582494704","34,60180643","0,39","120,2520911","4,081299811",1
9588,"0,59","0,59","0,71","0,07","0,09","2,35","5,66",0,"0,09","7,808641136","253,8305522","1,13","480,8785436","5,587395988",2
9589,"0,79","0,79","0,03","0,81","0,007","1,87","15,92","0,07","3,63","8,67993497","360,0707147","1,23","363,1293527","4,628770537",2
9590,"0,55","0,55","0,04","0,69","0,008","1,06","3,18","0,08","0,09","2,92517432","379,7585939","1,08","348,0414889","3,365397495",2
9591,0,0,"0,007607567245","0,04406178851","0,002317142303","1,51","12,32","0,005976659794","0,169307626","8,176345196","25,17258149","0,96","159,2343209","0,3238386206",1
9592,0,0,"0,03","0,36","0,007","1,67","3,84","0,06","3,47","6,0873061","341,5268734","1,95","388,969021","4,779187009",2
9593,"0,42","0,42","0,44","0,27","0,11","2,13","16,31","0,06","0,3","7,555822759","302,1904945","1,73","492,0978246","4,931460168",2
9594,"0,58","0,58","0,05","0,05","0,05","1,6","8,5","0,02","0,07","7,910640914","357,7310768","1,31","342,5013872","4,280792929",2
9595,0,0,0,"0,08","0,05","0,22","10,64","0,08","0,03","8,93387761","308,2036941","0,87","328,3997635","3,355765016",2
9596,0,0,"0,49","0,3","0,05","1,3","19,6","0,01","2,19","7,348937142","370,167851","1,95","270,0553938","4,705561884",2
9597,"0,59","0,59","0,08","0,06",0,"1,43","9,2","0,04","0,08","4,22142068","343,0579753","0,58","291,7960672","4,641738491",2
9598,"0,61","0,61","0,04","0,86","0,009","1,61","12,69","0,08","0,11","7,808856018","320,3945294","0,26","427,4959312","2,713248379",2
9599,"0,49","0,49",1,"0,75","0,06","1,87","6,81","0,04","0,02","6,920799599","323,6087859","0,04","347,9866864","5,160603788",2
9600,0,0,"0,07","0,02","0,07","0,06","7,35","0,03","0,03","6,762832522","336,6527027","0,08","334,9053758","3,675985498",2
9601,0,0,"0,03",0,"0,07","0,88","18,02","0,04","0,08","5,547576263","319,0743576","0,04","549,9970578","4,343059524",2
9602,0,0,"0,06","0,06","0,02","1,55","15,55","0,05","0,09","8,062066123","283,2704951","0,02","505,2654826","4,375223811",2
9603,0,0,"0,09","0,08","0,01","0,1","12,74","0,02","0,04","5,896339346","295,2237067","1,77","350,2363264","3,898670803",2
9604,0,0,"0,008372982276","0,02779901848","0,0007444302879","0,71","15,91","0,003790362569","0,09387386567","8,271368698","14,99489332","0,07","182,8281524","4,495167277",1
9605,0,0,"0,05","0,05","0,08","0,21","2,46","0,09","0,08","9,241338767","326,6951985","0,7","398,4108134","4,665681059",2
9606,"0,66","0,66","0,05","0,06","0,06","1,47","16,85","0,07","0,05","8,330743319","345,5604812","1,89","233,9079651","3,195710328",2
9607,"0,93","0,93","0,73","0,73","0,05","1,49","11,36","0,09","0,08","7,888424515","307,9874583","0,8","472,0593394","4,592537979",2
9608,"0,93","0,93","0,09","0,02","0,03","0,78","12,67","0,04","0,02","7,148440932","333,3392822","1,98","447,8054645","4,822958046",2
9609,"0,42","0,42","0,04","0,03","0,03","0,55","1,26","0,05","0,05","6,225152013","330,3615123","0,61","383,245825","3,884891044",2
9610,"0,66","0,66","0,001","0,02","0,004","1,61","7,76",0,"2,09","8,065339036","326,3348629","1,15","412,011733","3,915381678",2
9611,"0,03","0,03","0,04","0,04","0,01","0,86","11,14","0,03","0,06","8,285071527","343,4390173","0,18","289,2027406","2,471786245",2
9612,"0,92","0,92","0,53","0,47","0,06","1,27","3,29","0,09","2,59","6,603640717","273,3843106","1,76","538,4954044","3,885492316",2
9613,"0,91","0,91","0,96","0,83","0,01","2,01","6,8","0,05",0,"9,281302611","323,372352","0,01","274,6605966","4,276699074",2
9614,"0,62","0,62","0,06","0,04","0,07","0,59","19,16","0,06","0,09","7,347030356","257,4594811","0,03","428,9064317","5,013463351",2
9615,0,0,"0,08","0,03","0,03","0,28","6,11","0,07","0,05","8,107091815","323,596349","0,06","469,7613277","3,854993746",2
9616,"0,69","0,69","0,03","0,64","0,001","1,56","1,16","0,07","4,96","7,138586781","319,0743576","0,36","524,0003552","4,953057691",2
9617,"0,42","0,42","0,01","0,4","0,003","1,06","6,13","0,08","0,07","7,191493719","308,5648863","1,24","440,6011346","3,85563625",2
9618,0,0,"0,008596369935","0,01513738174","0,002597492578","1,84","13,72","0,002186182831","0,05145959847","6,56630058","20,32359913","0,07","59,85590495","4,893064437",1
9619,"0,78","0,78","0,08","0,09",0,"0,67","15,83","0,05","0,01","3,676844993","334,5519655","1,79","463,4351018","3,954964292",2
9620,"0,13","0,13","1,02","0,79","0,01","1,34","14,78","0,03","0,02","4,897691707","376,3345659","0,09","514,9259969","5,2057243",2
9621,0,0,"0,008687326711","0,01197845048","0,002321778931","1,12","12,61","0,004067712001","0,02299167427","8,095740354","10,36062218","0,76","104,7700877","0,6350729324",1
9622,"0,79","0,79","0,67","0,8","0,08","1,36","7,41","0,05","0,2","9,16099754","233,8703275","0,08","361,2384796","4,363529881",2
9623,"0,63","0,63","0,07","0,08","0,07","2,17","11,9","0,09","0,03","9,663159015","306,6473845","0,04","404,8239208","3,881767178",2
9624,0,0,"0,27","0,65","0,11","1,34","12,4","0,09","0,54","7,606880475","344,7036733","0,62","596,7510259","3,870681285",2
9625,0,0,"0,007721216942","0,03420730842","0,002267919894","1,67","8,51","0,008076037916","0,1346234799","7,12795404","10,79985913","0,58","205,9658893","2,461215234",1
9626,0,0,"0,28","0,19","0,05","1,8","3,25","0,06","5,05","6,930082548","356,8861356","0,36","441,9861061","3,183803572",2
9627,0,0,"0,05","0,83","0,003","1,67","12,51","0,06","3,51","9,519659984","343,4866327","0,84","453,2113664","3,344284854",2
9628,0,0,"0,008267655181","0,02174335791","0,0004789203103","0,09","6,01","0,009105874969","0,1273918586","7,582060598","14,68201065","0,87","229,0415188","4,940293327",1
9629,0,0,"0,001581898141","0,03541161959","0,00291196358","1,28","16,86","0,006168797974","0,05544353528","8,063405871","30,1785721","0,17","173,1426299","3,19452571",1
9630,"0,01","0,01","0,07","0,07","0,03","0,15","7,72","0,06","0,01","10,19941269","348,1773307","0,07","508,8203409","3,215219463",2
9631,"0,02","0,02","0,23","0,62","0,12","1,9","14,39","0,07","4,18","5,940475876","293,5620198","1,14","388,5526207","3,470885424",2
9632,0,0,"0,004178847827","0,01790052042","0,0008613302157","0,58","15,32","0,005057394202","0,1884211921","6,785672333","31,02177048","0,02","70,44625715","0,6256115217",1
9633,0,0,"0,05","0,02","0,04","0,92","10,9","0,02","0,07","6,381978996","323,8363839","0,02","345,0839364","3,510728004",2
9634,"0,36","0,36","0,08","0,05","0,01","1,93","5,96","0,01","0,09","5,728823779","328,503515","1,14","472,064091","4,182740665",2
9635,"0,55","0,55","0,21","0,9","0,04","1,28","2,13","0,03","0,09","5,648628538","421,7220245","0,07","387,5621917","5,159001749",2
9636,"0,82","0,82","0,09","0,05","0,09","1,58","17,17","0,01","0,08","6,14524294","293,1607997","0,28","495,5131279","4,521836127",2
9637,"0,67","0,67","0,04",0,"0,02","2,17","14,72","0,09","0,05","5,345887147","227,3484603","1,79","477,3433686","3,13060894",2
9638,"0,69","0,69","0,02","0,26","0,003","1,74","7,92","0,01","0,12","7,899256515","335,0542435","1,97","361,1017694","4,071343675",2
9639,"0,76","0,76","0,41","0,39","0,09","2,05","7,26","0,09","4,62","7,349653377","353,0081151","0,87","390,0120033","2,945418738",2
9640,0,0,"0,1","0,08","0,03","0,49","16,86","0,01","0,01","8,164992426","301,6420044","1,23","446,4223567","3,928495392",2
9641,"0,47","0,47","0,53","0,09","0,02","1,95","8,67",0,"0,08","8,107500139","344,0142562","0,06","400,3934375","4,76520537",2
9642,0,0,"0,08","0,04","0,09","0,71","2,16","0,09",0,"9,825489908","351,5974227","1,35","503,96411","3,274628642",2
9643,0,0,"0,007067415377","0,03940602012","0,0002488729839","0,74","9,11","0,005882294232","0,1927295723","7,875999214","12,11618757","0,05","177,7531073","2,145367041",1
9644,"0,94","0,94","0,03","0,7","0,005","1,54","7,67","0,07","2,04","8,675192692","320,7993822","1,92","474,6276911","3,969318296",2
9645,0,0,"0,04",0,"0,1","0,58","10,62","0,01","0,04","9,00258311","326,2547013","1,65","371,847136","4,14941371",2
9646,0,0,"0,009249201701","0,01003980385","0,0001354455566","0,22","11,91","0,005630880307","0,08130425033","6,986636492","32,09675525","0,22","57,40644576","2,351864667",1
9647,0,0,"0,02","0,02","0,06","0,58","10,54","0,09","0,05","11,90773983","308,9016959","0,03","471,9253772","3,721974696",2
9648,1,1,"0,04","0,17","0,007","1,17","16,76","0,08","0,07","4,89196004","331,6496586","0,57","366,5581312","2,722571208",2
9649,0,0,"0,09","0,04","0,04","0,29","13,78","0,06","0,03","4,81183249","266,6393836","0,07","430,5077069","3,92861371",2
9650,0,0,"0,004003251777","0,03219089591","0,0003740444636","0,06","14,85","0,002168572035","0,179225898","7,494448522","26,47336384",0,"103,1393035","2,305876437",1
9651,0,0,"0,39","0,8","0,07","1,68","18,92","0,06","0,23","8,999498939","301,7872407","1,54","405,2787385","5,215689206",2
9652,"0,85","0,85","0,04","0,69","0,001","1,21","12,71","0,01","0,35","7,171593555","393,8409175","1,71","515,6312051","3,42217862",2
9653,0,0,"0,08","0,07","0,04","1,82","11,81","0,09","0,04","7,974521649","341,4774736","0,04","412,4346769","3,73313957",2
9654,0,0,"0,05","0,04","0,06","0,22","11,91","0,09","0,06","7,332103963","307,3525858","0,22","304,2394809","4,066156997",2
9655,"0,29","0,29","0,001","0,43","0,008","1,19","12,01","0,07","0,07","9,764658134","351,3860801","1,11","434,3883037","2,747312999",2
9656,0,0,"0,003185484415","0,01756636712","0,0002096742885","0,01","16,25","0,00295331715","0,1442114193","7,523799746","7,79925108","1,95","156,8689118","4,780924683",1
9657,"0,38","0,38","0,73","0,85","0,05","2,18","15,31","0,07","0,74","7,773758137","293,3098537","0,08","517,4321968","3,771313518",2
9658,"0,41","0,41","0,001","0,2","0,004","1,22","0,01","0,04","4,27","5,117390303","350,7820824","0,37","306,3862826","3,182805359",2
9659,0,0,"0,003136277903","0,02822329844","0,001009171348","1,71","17,71","0,002411636824","0,1399631078","6,942889229","29,89494256","1,52","253,6304367","2,877473527",1
9660,"0,45","0,45","0,35","0,8","0,06","2,02","6,18","0,01","0,02","6,967696683","346,4237871","0,06","501,78542","3,302211725",2
9661,0,0,"0,41","0,43","0,11","1,75","10,85","0,06","4,76","5,117913529","276,2781002","1,83","421,6252381","4,307547519",2
9662,0,0,"0,002727914759","0,01371375866","0,0004663642643","0,05","11,38","0,005403452324","0,1680858517","7,56984926","27,53602409","0,1","149,5166427","1,923198055",1
9663,0,0,"0,004735301058","0,03133246412","0,002863783871","0,32","1,67","0,004911251147","0,1785276319","7,084102702","11,36445096","0,1","76,99640273","1,794247344",1
9664,"0,62","0,62","0,03","0,03","0,05","1,9","18,81","0,06","0,09","8,479592799","364,7467863","0,03","404,5013685","3,502081504",2
9665,"0,46","0,46","0,06","0,03","0,03","0,43","8,22","0,07","0,06","6,442496436","367,8531795","0,84","599,6145353","4,532019663",2
9666,"0,51","0,51","0,03","0,31","0,12","1,54",10,"0,04","0,47","7,12771121","394,001195","1,6","321,236814","4,042637641",2
9667,0,0,"0,02","0,04","0,06","0,68","5,65",0,"0,03","6,98981377","416,5305327","1,13","512,2773101","4,382161619",2
9668,"0,84","0,84","0,87","0,62","0,06","2,48","17,39","0,06","2,22","7,830607591","380,7253358","0,61","323,7948624","3,784085381",2
9669,"0,57","0,57","0,46","0,4","0,05","1,75","6,78","0,01","3,98","7,031684051","369,5312064","1,49","570,9750271","4,371078785",2
9670,"0,85","0,85","0,87","0,1","0,03","1,66","1,69","0,03","0,04","11,89807803","375,619186","0,02","442,3851182","3,831540451",2
9671,0,0,"0,008149360052","0,03641440247","0,00206301752","0,31","1,02","0,00527336185","0,1956416725","7,231589083","37,36038907","1,77","107,1665796","1,258565091",1
9672,0,0,"0,002674628083","0,03014973021","0,0004513551421","0,02","17,66","0,00789296724","0,01706180979","8,413241305","21,91079176","0,59","100,3109427","2,633312574",1
9673,"0,59","0,59","0,08","0,08","0,05","0,85","3,24","0,07","0,02","6,937818783","387,0987201","1,43","385,4096085","4,255979651",2
9674,0,0,"0,04","0,08","0,07","0,7","8,05","0,08","0,1","5,628406919","297,1386869","0,02","424,6661118","2,842393186",2
9675,"0,01","0,01","0,003398248781","0,04223132881","0,002321398803","1,28","10,63","0,001455827389","0,08862116824","7,158919868","3,138048683","0,99","136,248248","2,188372183",1
9676,"0,72","0,72","0,03","0,72","0,007","1,12","0,16","0,01","2,99","8,594677108","337,2708968","0,55","446,3413192","2,346578095",2
9677,"0,46","0,46","0,01","0,03","0,05","0,05","12,08","0,1","0,04","5,628406919","325,9336794","1,26","342,9790126","3,841221574",2
9678,0,0,"0,003907570813","0,01541989035","0,002646795556","0,99","0,61","0,004912254807","0,09011189965","7,526500002","28,41154223","0,03","110,1163916","2,618126892",1
9679,"0,56","0,56","0,03","0,64","0,006","1,79","13,07","0,06","0,02","8,303831038","323,4000316","0,02","369,280429","4,358298341",2
9680,"0,75","0,75","0,09","0,09","0,03","1,49","8,11","0,01","0,01","6,010617577","385,9756505","0,09","514,490012","4,421058844",2
9681,0,0,"0,06","0,08",0,"0,08","17,1","0,03","0,08","8,543216837","283,9759925","0,04","460,7659944","4,810537179",2
9682,0,0,"0,51","0,24","0,05","1,92","7,87","0,06","2,5","9,011480407","328,4590221","1,32","307,9180751","3,644388127",2
9683,"0,69","0,69","0,02","0,8","0,005","1,54","15,32","0,06","0,09","7,795557629","314,9868005","1,94","420,6076491","3,769503907",2
9684,"0,98","0,98","0,02","0,23","0,005","1,09","10,15","0,05","0,08","5,872439859","233,792588","1,3","471,7831534","3,712681965",2
9685,"0,01","0,01","0,09","0,02","0,09","1,81","7,43","0,06","0,02","8,923980608","354,4192485","0,07","501,7432181","4,179197763",2
9686,0,0,"0,007863465284","0,02999239376","0,002684816668","0,48","16,76","0,003517863932","0,02297410974","6,610247718","25,69022376","1,06","174,0265709","0,5775415496",1
9687,0,0,"0,05","0,33","0,1","1,99","10,44","0,04","2,83","7,965337305","332,4867311","1,94","481,8534152","2,942348225",2
9688,"0,05","0,05","0,04","0,03","0,09","0,19","13,92","0,06","0,09","7,510943342","372,0373589","0,09","522,5485531","5,702504528",2
9689,0,0,"0,007932618743","0,02711310999","0,001469023803","1,42","1,37","0,002582739998","0,02224996775","8,261110953","34,07610736","1,39","185,7190515","1,014911835",1
9690,"0,02","0,02","0,06","0,09","0,02","0,43","10,91","0,06","0,04","8,433974836","313,0573324","0,08","389,0056782","4,728123985",2
9691,0,0,"0,54","0,15","0,04","1,47","2,98","0,09","0,95","7,247700982","290,7032363","1,38","526,7760806","3,92659873",2
9692,"0,73","0,73","0,03","0,37","0,008","1,86","12,09","0,06","1,87","4,931958445","302,3157593","1,11","417,241656","3,500166976",2
9693,0,0,"0,03","0,05","0,02","0,68","1,16","0,09","0,06","5,272156459","300,6951298","0,05","421,3437362","4,904613044",2
9694,"0,47","0,47","0,56","0,83","0,03","1,94","18,46","0,04","0,02","6,862936026","312,3930192","0,02","327,4597605","4,135745329",2
9695,"0,43","0,43","0,04","0,04","0,06","2,03","9,61","0,07","0,01","6,622791356","303,5503239","0,08","365,8353748","4,592959344",2
9696,0,0,"0,001461632296","0,02840562398","0,001450439105","1,04","12,83","0,006615853414","0,08776353087","6,816321625","26,66003773","0,07","236,0618625","0,7438990453",1
9697,0,0,"0,02","0,02","0,06","0,25","8,21","0,06","0,05","6,090016057","399,0529411","0,1","350,3447084","2,935801995",2
9698,0,0,"0,003367363616","0,04756228246","0,002059837512","1,78","6,18","0,00471498869","0,02743070834","7,759028185","30,9308062","1,16","110,3012825","1,281556046",1
9699,0,0,"0,47","0,03","0,05","2,38","16,52","0,01","3,13","6,115180039","345,1798873","1,11","465,3469791","3,319353737",2
9700,0,0,"0,009971716086","0,01201406057","0,002346705852","1,69","6,65","0,005029104161","0,1458122734","7,34437482","27,54939195","1,03","284,5534441","3,543740223",1
9701,"0,31","0,31","0,05","0,8","0,008","1,13","9,8","0,09","3,69","3,719791644","343,2938764","1,8","315,2668113","3,718981559",2
9702,"0,42","0,42","0,1","0,52","0,04","1,65","10,1","0,05","0,1","7,945407487","278,949273","0,04","282,5999184","4,291355258",2
9703,"0,58","0,58","0,01","0,84","0,006","1,03","1,6","0,05","1,55","9,925041328","358,5662821","0,71","326,2533257","3,616498342",2
9704,0,0,"0,88","0,1","0,11","1,99","18,45","0,04","1,82","6,037428194","336,9748613","1,48","501,6739826","2,961602418",2
9705,"0,1","0,1","0,08","0,04","0,02","0,28","3,95","0,07",0,"8,179890443","304,9264751","0,03","288,3514711","3,403422698",2
9706,0,0,"0,04","0,11","0,003","1,77","12,22","0,05","4,8","7,918183321","341,066404","1,53","610,6295503","4,256415421",2
9707,0,0,"0,009758769277","0,04729164587","0,00185249403","0,1","0,49","0,007000334744","0,02059755806","7,877217302","35,21173161","0,06","171,2123022","4,764487631",1
9708,"0,7","0,7","0,04","0,65","0,009","1,55","2,16","0,1","0,28","5,708517435","324,7012926","0,73","607,0265423","3,94662054",2
9709,0,0,"0,004317556253","0,04641089225","0,002374739967","1,69","10,37","0,009632123801","0,09674620959","7,95669076","33,32019671","0,36","78,69326981","1,49083176",1
9710,0,0,"0,1","0,03","0,07","0,3","15,66","0,01","0,08","6,436444496","335,6680457","0,22","341,7164586","3,978495494",2
9711,"0,15","0,15","0,01",0,"0,002","1,58","16,78","0,04","0,07","5,323815584","332,766156","0,81","430,4068943","3,15755952",2
9712,"0,49","0,49","0,06","0,08","0,01","1,26","3,33","0,04","0,02","5,345345371","337,5344255","1,09","331,1204959","3,170993874",2
9713,0,0,"0,1","0,06","0,09","0,65","17,51","0,01","0,05","7,679090583","348,2098631","0,65","332,956298","3,175520774",2
9714,0,0,"0,05","0,06","0,09","0,31","1,02","0,04","0,02","6,198650336","357,7940881","1,77","313,0915196","4,330321564",2
9715,0,0,"0,09","0,05","0,09","0,54","11,32","0,01","0,05","10,3781082","326,1757088","0,06","569,5812878","3,825936697",2
9716,"0,01","0,01","0,06","0,04","0,04","1,61","11,4","0,04","0,03","5,036453976","238,4465643","0,99","401,7313383","4,604404561",2
9717,"0,69","0,69","0,03","0,16","0,008","1,31","5,13","0,03","3,63","8,719764332","402,3134271","0,75","453,9184895","2,642003806",2
9718,"0,03","0,03","0,09","0,09","0,1","1,86","0,15","0,06","0,07","6,020995363","363,3979301","0,36","332,4252243","2,758658531",2
9719,0,0,"0,04","0,01","0,1",1,"15,79","0,09","0,01","6,592442508","316,5724147","0,01","312,0025326","4,371747854",2
9720,"0,08","0,08","0,49","0,18","0,04","1,78","13,12","0,02","2,63","6,38171958","364,1056922","0,38","369,2838639","3,352764606",2
9721,0,0,"0,07","0,05","0,05","0,44","2,86","0,09","0,06","7,695049437","341,1001152","1,38","300,1251254","3,439740042",2
9722,"0,62","0,62","0,05","0,05","0,04","1,93","12,63","0,04",0,"7,264069097","298,3070931","1,23","396,8112144","4,510595264",2
9723,0,0,"0,005131522044","0,04401142878","0,002982701241","0,32","16,37","0,004188779895","0,142626401","6,525070269","39,3842196","0,09","237,6755776","4,417319943",1
9724,"0,22","0,22","0,66","0,02","0,01","1,12","18,64","0,09","1,45","8,81350466","350,6149619","0,48","440,9368239","4,432270873",2
9725,0,0,"0,008015786949","0,04442173459","0,001837295836","1,14","10,92","0,008101705645","0,1207981676","7,267922662","5,642918174","0,09","120,0550516","4,477296506",1
9726,"0,85","0,85","0,56","0,24","0,06","1,74","0,9","0,05","0,1","5,429334842","321,7869653","1,14","471,0626399","3,774256121",2
9727,0,0,"0,00114868292","0,0298041611","0,002811941882","0,72","15,03","0,003824430766","0,1737023769","7,790697589","29,02978579","0,48","139,1583879","2,121327549",1
9728,"0,8","0,8","0,26","0,66","0,09","1,73","10,97","0,1","0,09","7,573905933","358,2920642","1,5","581,9811912","2,994671096",2
9729,0,0,"0,01","0,52","0,001","1,89","13,71","0,07","3,41","10,77431809","265,4687494","1,67","488,2749301","3,732170265",2
9730,"0,6","0,6","0,06","0,09","0,03","1,73","11,89","0,02","0,01","5,664845758","372,5038427","1,23","318,8836363","4,492139949",2
9731,"0,49","0,49","0,72","0,4","0,13","1,51","13,89","0,07","0,06","5,913132933","274,6461166","0,03","428,4147839","3,857851975",2
9732,0,0,"0,01","0,01","0,08","0,11","18,49","0,03","0,01","3,71517136","374,2329606","0,09","388,1375309","5,454487652",2
9733,0,0,"0,003512841375","0,01606489814","0,002671607055","0,21","7,49","0,008266869901","0,1607101441","8,303606725","24,09648597","0,02","148,8473366","2,638775218",1
9734,"0,11","0,11","0,48","0,62","0,08","1,95","16,69","0,1","0,33","5,685216463","427,1845083","1,15","499,8547966","4,213567957",2
9735,0,0,"0,08","0,01","0,08",2,"7,65","0,01","0,04","6,852899085","328,359206","0,1","373,1902821","3,959517637",2
9736,"0,74","0,74","0,1","0,07","0,07","1,17","12,57","0,06","0,02","9,323583858","307,4584542","0,34","336,9568673","4,131932587",2
9737,0,0,"0,03","0,05","0,001","1,4","16,5","0,05","1,07","9,045720545","393,2757718","1,65","359,5690815","3,450745892",2
9738,"0,16","0,16","0,08","0,09","0,07","1,47","3,67","0,09","0,08","7,017295399","337,557972","0,47","300,358972","3,594217364",2
9739,0,0,"0,001","0,29","0,001","1,98","17,96","0,07","3,11","4,666148131","329,178429","1,38","375,4114701","3,270903753",2
9740,"0,72","0,72","0,04","0,2","0,007","1,22","8,83","0,06","0,09","5,500186641","364,7063937","1,58","489,4345906","2,664946055",2
9741,0,0,"0,03","0,08","0,01","0,84","11,67","0,06","0,05","4,909640554","298,3184183","0,08","425,0167571","3,000096239",2
9742,"0,62","0,62","0,1","0,06","0,06","1,03","0,02",0,"0,09","11,301794","357,7281313","1,63","505,7093717","1,943318777",2
9743,"0,89","0,89","0,05","0,83","0,003","1,67","12,51","0,06",0,"4,767472455","318,3565023","0,84","455,967558","5,029166724",2
9744,"0,5","0,5","0,1","0,09","0,05","0,93","16,03","0,06","0,03","6,028348785","384,5648525","1,04","359,9744366","4,59113705",2
9745,0,0,"0,007484488164","0,04963931526","0,0005932394988","1,28","5,22","0,006223588821","0,06648673547","8,314139061","39,27036619","1,66","78,82705283","2,821488419",1
9746,0,0,"0,03","0,1","0,01","0,78","10,61","0,09","0,07","10,14629048","358,589903","0,05","460,1461742","3,716367555",2
9747,"0,33","0,33","0,03","0,65","0,005","1,39","10,96","0,05","0,17","7,00523014","294,241392","1,23","276,5886102","1,64151501",2
9748,"0,24","0,24","0,001","0,74","0,005","1,66","13,63","0,07","2,69","6,193170101","309,2370093","1,74","401,7409214","2,804923583",2
9749,"0,73","0,73","0,04","0,02","0,01","1,62",16,"0,03","0,01","6,268953337","393,2646996","1,02","458,9929359","3,397302572",2
9750,"0,13","0,13","0,48","0,33","0,12","1,75","16,1","0,06","0,04","10,81783108","257,2765541","0,06","332,7375865","3,042496818",2
9751,0,0,"0,04","0,01","0,09","2,05","16,39","0,03","0,03","6,632031569","267,0260928","0,02","439,7015995","3,911014707",2
9752,0,0,"0,97","0,65","0,04","1,4","3,32","0,06","2,31","6,642755695","351,2781336","1,47","399,5637857","4,808582691",2
9753,0,0,"0,00157562278","0,02711393564","0,000462019007","0,53","1,37","0,008100216398","0,04136124288","7,857565256","17,5578953","1,89","295,2126877","1,791660826",1
9754,"0,89","0,89","0,01","0,86","0,008","1,73","14,1",0,"0,02","8,2977832","371,9126148","1,89","468,9450148","3,666671803",2
9755,0,0,0,"0,01","0,1","0,72",2,"0,08","0,07","7,094802143","260,4256046","0,03","525,0754779","3,466645288",2
9756,0,0,"0,03","0,06","0,09","1,55","11,43","0,06","0,1","4,197583589","325,3285434","0,09","422,4895962","3,673135983",2
9757,"0,12","0,12","0,04","0,52","0,005","1,14","7,29","0,07","0,27","7,693555235","347,0697246","1,83","441,5940268","2,769164071",2
9758,"0,22","0,22","0,04","0,58","0,003","1,55","11,78","0,07","1,14","7,952929116","310,1357375","1,35","454,8848091","3,54131667",2
9759,"0,61","0,61",0,"0,02","0,09","1,61","12,69","0,08","0,05","7,949964795","353,0119744","0,26","415,2117346","3,787033415",2
9760,0,0,"0,00753319188","0,04902279571","0,001282792375","0,77","11,92","0,002715135315","0,1142135744","7,755491844","25,57790303","0,17","177,3828001","1,678036851",1
9761,0,0,"0,05","0,17","0,001","1,22","16,63","0,1","0,23","9,393148442","267,0260928","1,07","620,3046389","4,620685586",2
9762,0,0,"0,007367756663","0,04973317979","0,002297164216","0,11","0,52","0,006185693869","0,104426793","8,461958287","23,77536841","0,03","258,2233773","2,540757767",1
9763,"0,62","0,62","0,68","0,8","0,13","1,92","19,75","0,06","0,12","3,664710562","282,0857193","0,04","460,528736","5,790838006",2
9764,0,0,"0,05","0,08","0,05",0,"6,88","0,05",0,"5,96406536","347,7131572","0,26","264,6994735","3,537040785",2
9765,"0,55","0,55","0,02","0,69","0,007","1,31","5,91","0,01","2,63","6,877456933","312,4265913","0,87","465,8305394","3,820865704",2
9766,0,0,"0,008702369266","0,04858128757","0,0007807771164","0,76","4,38","0,003338001003","0,08167813502","7,363551367","32,46858199","0,08","198,3064635","0,689116717",1
9767,"0,26","0,26","0,34","0,85","0,01","2,37","11,47","0,06","0,01","7,380104835","353,4846738","0,03","385,8747995","3,995857049",2
9768,0,0,"0,09","0,05","0,03","2,21","10,2","0,01","0,01","5,583832998","398,1619036","0,1","344,8695064","4,242241799",2
9769,"0,55","0,55","0,02","0,07","0,06","1,24","1,74","0,03","0,09","5,506061504","316,8202484","1,86","328,6844196","3,261651399",2
9770,"0,03","0,03","0,1","0,02","0,09","0,75","1,94","0,07","0,01","5,923441415","326,9121339","0,04","419,4530877","5,493180964",2
9771,"0,89","0,89","0,47","0,86","0,03","1,74","15,01",0,"0,82","8,128270069","344,5354072","1,89","374,7947194","1,492206615",2
9772,0,0,"0,09","0,04","0,05","0,58","8,49","0,08","0,09","6,912607562","347,8165145","0,08","305,8275349","2,743890222",2
9773,"0,18","0,18","0,03","0,27","0,007","1,36","16,15","0,07","2,22","6,715719088","322,7545993","1,5","334,8199544","4,080674996",2
9774,"0,32","0,32","0,01","0,05","0,08","1,7","1,61","0,01","0,08","6,848000113","315,4474916","1,05","291,0847438","4,699457411",2
9775,0,0,"0,25","0,22","0,1","1,47","8,08","0,06","1,95","6,788291583","354,2502518","0,51","337,7730515","3,901096866",2
9776,0,0,"0,05","0,04","0,03","1,42","18,88","0,06",0,"6,64800546","371,3618512","1,1","544,3393171","4,032267339",2
9777,0,0,"0,007444423942","0,04025978985","0,0007212730785","0,49","7,38","0,002932942773","0,09599266457","7,702100118","36,75275754","0,05","282,6292895","3,219727525",1
9778,"0,13","0,13","0,09","0,04","0,01","1,53","13,98","0,08","0,04","3,657123133","314,0907378","0,04","428,6609649","4,072063353",2
